label	pos	layer	type	output	weights	qtypes	engine	rel_l2_vs_ref	cos_vs_ref
orig	4	12	linear_gated_deltanet	linear_attn_out-12	ssm_out.weight	Q5_K	apr	0.000001	1.000000
orig	4	12	linear_gated_deltanet	ffn_out-12	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.022720	0.999742
orig	4	12	linear_gated_deltanet	ffn_out-12	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.022620	0.999744
orig	4	16	linear_gated_deltanet	z-16	attn_gate.weight	Q4_K	llama	0.005380	0.999986
orig	4	16	linear_gated_deltanet	z-16	attn_gate.weight	Q4_K	apr	0.005103	0.999987
orig	4	16	linear_gated_deltanet	linear_attn_out-16	ssm_out.weight	Q5_K	llama	0.034447	0.999410
orig	4	16	linear_gated_deltanet	linear_attn_out-16	ssm_out.weight	Q5_K	apr	0.000001	1.000000
orig	4	16	linear_gated_deltanet	ffn_out-16	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.018100	0.999836
orig	4	16	linear_gated_deltanet	ffn_out-16	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.018823	0.999830
orig	4	17	linear_gated_deltanet	z-17	attn_gate.weight	Q4_K	llama	0.004906	0.999988
orig	4	17	linear_gated_deltanet	z-17	attn_gate.weight	Q4_K	apr	0.005126	0.999987
orig	4	17	linear_gated_deltanet	linear_attn_out-17	ssm_out.weight	Q5_K	llama	0.027695	0.999616
orig	4	17	linear_gated_deltanet	linear_attn_out-17	ssm_out.weight	Q5_K	apr	0.000001	1.000000
orig	4	17	linear_gated_deltanet	ffn_out-17	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.030289	0.999542
orig	4	17	linear_gated_deltanet	ffn_out-17	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.008618	0.999963
orig	4	20	linear_gated_deltanet	z-20	attn_gate.weight	Q4_K	llama	0.004518	0.999990
orig	4	20	linear_gated_deltanet	z-20	attn_gate.weight	Q4_K	apr	0.005425	0.999986
orig	4	20	linear_gated_deltanet	linear_attn_out-20	ssm_out.weight	Q5_K	llama	0.023579	0.999724
orig	4	20	linear_gated_deltanet	linear_attn_out-20	ssm_out.weight	Q5_K	apr	0.000001	1.000000
orig	4	20	linear_gated_deltanet	ffn_out-20	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.024335	0.999704
orig	4	20	linear_gated_deltanet	ffn_out-20	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.016610	0.999862
orig	4	21	linear_gated_deltanet	z-21	attn_gate.weight	Q4_K	llama	0.006010	0.999982
orig	4	21	linear_gated_deltanet	z-21	attn_gate.weight	Q4_K	apr	0.006249	0.999982
orig	4	21	linear_gated_deltanet	linear_attn_out-21	ssm_out.weight	Q5_K	llama	0.021688	0.999766
orig	4	21	linear_gated_deltanet	linear_attn_out-21	ssm_out.weight	Q5_K	apr	0.000001	1.000000
orig	4	21	linear_gated_deltanet	ffn_out-21	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.021856	0.999762
orig	4	21	linear_gated_deltanet	ffn_out-21	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.013760	0.999906
orig	4	23	full_attention	attn_output-23	attn_output.weight	Q4_K	llama	0.025667	0.999671
orig	4	23	full_attention	attn_output-23	attn_output.weight	Q4_K	apr	0.025396	0.999677
orig	4	23	full_attention	ffn_out-23	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.009533	0.999956
orig	4	23	full_attention	ffn_out-23	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.010004	0.999951
orig	28	0	linear_gated_deltanet	z-0	attn_gate.weight	Q4_K	llama	0.006454	0.999979
orig	28	0	linear_gated_deltanet	z-0	attn_gate.weight	Q4_K	apr	0.006454	0.999979
orig	28	0	linear_gated_deltanet	linear_attn_out-0	ssm_out.weight	Q5_K	llama	0.038810	0.999247
orig	28	0	linear_gated_deltanet	linear_attn_out-0	ssm_out.weight	Q5_K	apr	0.000001	1.000000
orig	28	0	linear_gated_deltanet	ffn_out-0	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.020456	0.999791
orig	28	0	linear_gated_deltanet	ffn_out-0	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.014224	0.999899
orig	28	3	full_attention	attn_output-3	attn_output.weight	Q4_K	llama	0.028786	0.999587
orig	28	3	full_attention	attn_output-3	attn_output.weight	Q4_K	apr	0.028768	0.999586
orig	28	3	full_attention	ffn_out-3	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.020186	0.999797
orig	28	3	full_attention	ffn_out-3	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.022858	0.999740
orig	28	9	linear_gated_deltanet	z-9	attn_gate.weight	Q4_K	llama	0.008261	0.999978
orig	28	9	linear_gated_deltanet	z-9	attn_gate.weight	Q4_K	apr	0.005640	0.999985
orig	28	9	linear_gated_deltanet	linear_attn_out-9	ssm_out.weight	Q5_K	llama	0.022050	0.999758
orig	28	9	linear_gated_deltanet	linear_attn_out-9	ssm_out.weight	Q5_K	apr	0.000001	1.000000
orig	28	9	linear_gated_deltanet	ffn_out-9	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.025036	0.999689
orig	28	9	linear_gated_deltanet	ffn_out-9	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.025680	0.999672
orig	28	12	linear_gated_deltanet	z-12	attn_gate.weight	Q4_K	llama	0.005205	0.999988
orig	28	12	linear_gated_deltanet	z-12	attn_gate.weight	Q4_K	apr	0.005310	0.999986
orig	28	12	linear_gated_deltanet	linear_attn_out-12	ssm_out.weight	Q5_K	llama	0.024239	0.999708
orig	28	12	linear_gated_deltanet	linear_attn_out-12	ssm_out.weight	Q5_K	apr	0.000001	1.000000
orig	28	12	linear_gated_deltanet	ffn_out-12	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.026482	0.999649
orig	28	12	linear_gated_deltanet	ffn_out-12	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.026487	0.999650
orig	28	16	linear_gated_deltanet	z-16	attn_gate.weight	Q4_K	llama	0.004501	0.999990
orig	28	16	linear_gated_deltanet	z-16	attn_gate.weight	Q4_K	apr	0.004656	0.999989
orig	28	16	linear_gated_deltanet	linear_attn_out-16	ssm_out.weight	Q5_K	llama	0.032466	0.999474
orig	28	16	linear_gated_deltanet	linear_attn_out-16	ssm_out.weight	Q5_K	apr	0.000001	1.000000
orig	28	16	linear_gated_deltanet	ffn_out-16	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	llama	0.024917	0.999694
orig	28	16	linear_gated_deltanet	ffn_out-16	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q4_K	apr	0.025701	0.999674
orig	28	17	linear_gated_deltanet	z-17	attn_gate.weight	Q4_K	llama	0.005451	0.999986
orig	28	17	linear_gated_deltanet	z-17	attn_gate.weight	Q4_K	apr	0.005638	0.999985
orig	28	17	linear_gated_deltanet	linear_attn_out-17	ssm_out.weight	Q5_K	llama	0.024556	0.999698
orig	28	17	linear_gated_deltanet	linear_attn_out-17	ssm_out.weight	Q5_K	apr	0.000001	1.000000
orig	28	17	linear_gated_deltanet	ffn_out-17	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.021838	0.999762
orig	28	17	linear_gated_deltanet	ffn_out-17	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.015289	0.999883
orig	28	20	linear_gated_deltanet	z-20	attn_gate.weight	Q4_K	llama	0.004413	0.999990
orig	28	20	linear_gated_deltanet	z-20	attn_gate.weight	Q4_K	apr	0.004333	0.999992
orig	28	20	linear_gated_deltanet	linear_attn_out-20	ssm_out.weight	Q5_K	llama	0.023668	0.999720
orig	28	20	linear_gated_deltanet	linear_attn_out-20	ssm_out.weight	Q5_K	apr	0.000001	1.000000
orig	28	20	linear_gated_deltanet	ffn_out-20	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.025475	0.999676
orig	28	20	linear_gated_deltanet	ffn_out-20	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.016906	0.999857
orig	28	21	linear_gated_deltanet	z-21	attn_gate.weight	Q4_K	llama	0.007082	0.999977
orig	28	21	linear_gated_deltanet	z-21	attn_gate.weight	Q4_K	apr	0.006384	0.999980
orig	28	21	linear_gated_deltanet	linear_attn_out-21	ssm_out.weight	Q5_K	llama	0.023173	0.999731
orig	28	21	linear_gated_deltanet	linear_attn_out-21	ssm_out.weight	Q5_K	apr	0.000001	1.000000
orig	28	21	linear_gated_deltanet	ffn_out-21	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.025553	0.999677
orig	28	21	linear_gated_deltanet	ffn_out-21	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.017466	0.999848
orig	28	23	full_attention	attn_output-23	attn_output.weight	Q4_K	llama	0.024666	0.999696
orig	28	23	full_attention	attn_output-23	attn_output.weight	Q4_K	apr	0.026031	0.999663
orig	28	23	full_attention	ffn_out-23	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	llama	0.013494	0.999915
orig	28	23	full_attention	ffn_out-23	ffn_gate.weight,ffn_up.weight,ffn_down.weight	Q4_K,Q4_K,Q6_K	apr	0.010589	0.999946
