name	layer	pos	n	file
attn_output	7	28	1024	pos28/attn_output-7.f32
attn_residual	7	28	1024	pos28/attn_residual-7.f32
attn_post_norm	7	28	1024	pos28/attn_post_norm-7.f32
ffn_out	7	28	1024	pos28/ffn_out-7.f32
l_out	7	28	1024	pos28/l_out-7.f32
attn_norm	8	28	1024	pos28/attn_norm-8.f32
conv_output_silu	8	28	6144	pos28/conv_output_silu-8.f32
q_conv_predelta	8	28	2048	pos28/q_conv_predelta-8.f32
k_conv_predelta	8	28	2048	pos28/k_conv_predelta-8.f32
v_conv_predelta	8	28	2048	pos28/v_conv_predelta-8.f32
a_softplus	8	28	16	pos28/a_softplus-8.f32
gate	8	28	16	pos28/gate-8.f32
beta_sigmoid	8	28	16	pos28/beta_sigmoid-8.f32
z	8	28	2048	pos28/z-8.f32
state_predelta	8	28	262144	pos28/state_predelta-8.f32
attn_output	8	28	2048	pos28/attn_output-8.f32
new_state	8	28	262144	pos28/new_state-8.f32
final_output	8	28	2048	pos28/final_output-8.f32
linear_attn_out	8	28	1024	pos28/linear_attn_out-8.f32
attn_residual	8	28	1024	pos28/attn_residual-8.f32
attn_post_norm	8	28	1024	pos28/attn_post_norm-8.f32
ffn_out	8	28	1024	pos28/ffn_out-8.f32
l_out	8	28	1024	pos28/l_out-8.f32
attn_norm	9	28	1024	pos28/attn_norm-9.f32
conv_output_silu	9	28	6144	pos28/conv_output_silu-9.f32
q_conv_predelta	9	28	2048	pos28/q_conv_predelta-9.f32
k_conv_predelta	9	28	2048	pos28/k_conv_predelta-9.f32
v_conv_predelta	9	28	2048	pos28/v_conv_predelta-9.f32
a_softplus	9	28	16	pos28/a_softplus-9.f32
gate	9	28	16	pos28/gate-9.f32
beta_sigmoid	9	28	16	pos28/beta_sigmoid-9.f32
z	9	28	2048	pos28/z-9.f32
state_predelta	9	28	262144	pos28/state_predelta-9.f32
attn_output	9	28	2048	pos28/attn_output-9.f32
new_state	9	28	262144	pos28/new_state-9.f32
final_output	9	28	2048	pos28/final_output-9.f32
linear_attn_out	9	28	1024	pos28/linear_attn_out-9.f32
attn_residual	9	28	1024	pos28/attn_residual-9.f32
attn_post_norm	9	28	1024	pos28/attn_post_norm-9.f32
ffn_out	9	28	1024	pos28/ffn_out-9.f32
l_out	9	28	1024	pos28/l_out-9.f32
attn_norm	10	28	1024	pos28/attn_norm-10.f32
conv_output_silu	10	28	6144	pos28/conv_output_silu-10.f32
q_conv_predelta	10	28	2048	pos28/q_conv_predelta-10.f32
k_conv_predelta	10	28	2048	pos28/k_conv_predelta-10.f32
v_conv_predelta	10	28	2048	pos28/v_conv_predelta-10.f32
a_softplus	10	28	16	pos28/a_softplus-10.f32
gate	10	28	16	pos28/gate-10.f32
beta_sigmoid	10	28	16	pos28/beta_sigmoid-10.f32
z	10	28	2048	pos28/z-10.f32
state_predelta	10	28	262144	pos28/state_predelta-10.f32
attn_output	10	28	2048	pos28/attn_output-10.f32
new_state	10	28	262144	pos28/new_state-10.f32
final_output	10	28	2048	pos28/final_output-10.f32
linear_attn_out	10	28	1024	pos28/linear_attn_out-10.f32
attn_residual	10	28	1024	pos28/attn_residual-10.f32
attn_post_norm	10	28	1024	pos28/attn_post_norm-10.f32
ffn_out	10	28	1024	pos28/ffn_out-10.f32
l_out	10	28	1024	pos28/l_out-10.f32
attn_norm	11	28	1024	pos28/attn_norm-11.f32
attn_pregate	11	28	2048	pos28/attn_pregate-11.f32
attn_gated	11	28	2048	pos28/attn_gated-11.f32
attn_output	11	28	1024	pos28/attn_output-11.f32
attn_residual	11	28	1024	pos28/attn_residual-11.f32
attn_post_norm	11	28	1024	pos28/attn_post_norm-11.f32
ffn_out	11	28	1024	pos28/ffn_out-11.f32
l_out	11	28	1024	pos28/l_out-11.f32
attn_norm	12	28	1024	pos28/attn_norm-12.f32
conv_output_silu	12	28	6144	pos28/conv_output_silu-12.f32
q_conv_predelta	12	28	2048	pos28/q_conv_predelta-12.f32
k_conv_predelta	12	28	2048	pos28/k_conv_predelta-12.f32
v_conv_predelta	12	28	2048	pos28/v_conv_predelta-12.f32
a_softplus	12	28	16	pos28/a_softplus-12.f32
gate	12	28	16	pos28/gate-12.f32
beta_sigmoid	12	28	16	pos28/beta_sigmoid-12.f32
z	12	28	2048	pos28/z-12.f32
state_predelta	12	28	262144	pos28/state_predelta-12.f32
attn_output	12	28	2048	pos28/attn_output-12.f32
new_state	12	28	262144	pos28/new_state-12.f32
final_output	12	28	2048	pos28/final_output-12.f32
linear_attn_out	12	28	1024	pos28/linear_attn_out-12.f32
attn_residual	12	28	1024	pos28/attn_residual-12.f32
attn_post_norm	12	28	1024	pos28/attn_post_norm-12.f32
ffn_out	12	28	1024	pos28/ffn_out-12.f32
l_out	12	28	1024	pos28/l_out-12.f32
attn_norm	13	28	1024	pos28/attn_norm-13.f32
conv_output_silu	13	28	6144	pos28/conv_output_silu-13.f32
q_conv_predelta	13	28	2048	pos28/q_conv_predelta-13.f32
k_conv_predelta	13	28	2048	pos28/k_conv_predelta-13.f32
v_conv_predelta	13	28	2048	pos28/v_conv_predelta-13.f32
a_softplus	13	28	16	pos28/a_softplus-13.f32
gate	13	28	16	pos28/gate-13.f32
beta_sigmoid	13	28	16	pos28/beta_sigmoid-13.f32
z	13	28	2048	pos28/z-13.f32
state_predelta	13	28	262144	pos28/state_predelta-13.f32
attn_output	13	28	2048	pos28/attn_output-13.f32
new_state	13	28	262144	pos28/new_state-13.f32
final_output	13	28	2048	pos28/final_output-13.f32
linear_attn_out	13	28	1024	pos28/linear_attn_out-13.f32
attn_residual	13	28	1024	pos28/attn_residual-13.f32
attn_post_norm	13	28	1024	pos28/attn_post_norm-13.f32
ffn_out	13	28	1024	pos28/ffn_out-13.f32
l_out	13	28	1024	pos28/l_out-13.f32
attn_norm	14	28	1024	pos28/attn_norm-14.f32
conv_output_silu	14	28	6144	pos28/conv_output_silu-14.f32
q_conv_predelta	14	28	2048	pos28/q_conv_predelta-14.f32
k_conv_predelta	14	28	2048	pos28/k_conv_predelta-14.f32
v_conv_predelta	14	28	2048	pos28/v_conv_predelta-14.f32
a_softplus	14	28	16	pos28/a_softplus-14.f32
gate	14	28	16	pos28/gate-14.f32
beta_sigmoid	14	28	16	pos28/beta_sigmoid-14.f32
z	14	28	2048	pos28/z-14.f32
state_predelta	14	28	262144	pos28/state_predelta-14.f32
attn_output	14	28	2048	pos28/attn_output-14.f32
new_state	14	28	262144	pos28/new_state-14.f32
final_output	14	28	2048	pos28/final_output-14.f32
linear_attn_out	14	28	1024	pos28/linear_attn_out-14.f32
attn_residual	14	28	1024	pos28/attn_residual-14.f32
attn_post_norm	14	28	1024	pos28/attn_post_norm-14.f32
ffn_out	14	28	1024	pos28/ffn_out-14.f32
l_out	14	28	1024	pos28/l_out-14.f32
attn_norm	15	28	1024	pos28/attn_norm-15.f32
attn_pregate	15	28	2048	pos28/attn_pregate-15.f32
attn_gated	15	28	2048	pos28/attn_gated-15.f32
attn_output	15	28	1024	pos28/attn_output-15.f32
attn_residual	15	28	1024	pos28/attn_residual-15.f32
attn_post_norm	15	28	1024	pos28/attn_post_norm-15.f32
ffn_out	15	28	1024	pos28/ffn_out-15.f32
l_out	15	28	1024	pos28/l_out-15.f32
attn_norm	16	28	1024	pos28/attn_norm-16.f32
conv_output_silu	16	28	6144	pos28/conv_output_silu-16.f32
q_conv_predelta	16	28	2048	pos28/q_conv_predelta-16.f32
k_conv_predelta	16	28	2048	pos28/k_conv_predelta-16.f32
v_conv_predelta	16	28	2048	pos28/v_conv_predelta-16.f32
a_softplus	16	28	16	pos28/a_softplus-16.f32
gate	16	28	16	pos28/gate-16.f32
beta_sigmoid	16	28	16	pos28/beta_sigmoid-16.f32
z	16	28	2048	pos28/z-16.f32
state_predelta	16	28	262144	pos28/state_predelta-16.f32
attn_output	16	28	2048	pos28/attn_output-16.f32
new_state	16	28	262144	pos28/new_state-16.f32
final_output	16	28	2048	pos28/final_output-16.f32
linear_attn_out	16	28	1024	pos28/linear_attn_out-16.f32
attn_residual	16	28	1024	pos28/attn_residual-16.f32
attn_post_norm	16	28	1024	pos28/attn_post_norm-16.f32
ffn_out	16	28	1024	pos28/ffn_out-16.f32
l_out	16	28	1024	pos28/l_out-16.f32
attn_norm	17	28	1024	pos28/attn_norm-17.f32
conv_output_silu	17	28	6144	pos28/conv_output_silu-17.f32
q_conv_predelta	17	28	2048	pos28/q_conv_predelta-17.f32
k_conv_predelta	17	28	2048	pos28/k_conv_predelta-17.f32
v_conv_predelta	17	28	2048	pos28/v_conv_predelta-17.f32
a_softplus	17	28	16	pos28/a_softplus-17.f32
gate	17	28	16	pos28/gate-17.f32
beta_sigmoid	17	28	16	pos28/beta_sigmoid-17.f32
z	17	28	2048	pos28/z-17.f32
state_predelta	17	28	262144	pos28/state_predelta-17.f32
attn_output	17	28	2048	pos28/attn_output-17.f32
new_state	17	28	262144	pos28/new_state-17.f32
final_output	17	28	2048	pos28/final_output-17.f32
linear_attn_out	17	28	1024	pos28/linear_attn_out-17.f32
attn_residual	17	28	1024	pos28/attn_residual-17.f32
attn_post_norm	17	28	1024	pos28/attn_post_norm-17.f32
ffn_out	17	28	1024	pos28/ffn_out-17.f32
l_out	17	28	1024	pos28/l_out-17.f32
attn_norm	18	28	1024	pos28/attn_norm-18.f32
conv_output_silu	18	28	6144	pos28/conv_output_silu-18.f32
q_conv_predelta	18	28	2048	pos28/q_conv_predelta-18.f32
k_conv_predelta	18	28	2048	pos28/k_conv_predelta-18.f32
v_conv_predelta	18	28	2048	pos28/v_conv_predelta-18.f32
a_softplus	18	28	16	pos28/a_softplus-18.f32
gate	18	28	16	pos28/gate-18.f32
beta_sigmoid	18	28	16	pos28/beta_sigmoid-18.f32
z	18	28	2048	pos28/z-18.f32
state_predelta	18	28	262144	pos28/state_predelta-18.f32
attn_output	18	28	2048	pos28/attn_output-18.f32
new_state	18	28	262144	pos28/new_state-18.f32
final_output	18	28	2048	pos28/final_output-18.f32
linear_attn_out	18	28	1024	pos28/linear_attn_out-18.f32
attn_residual	18	28	1024	pos28/attn_residual-18.f32
attn_post_norm	18	28	1024	pos28/attn_post_norm-18.f32
ffn_out	18	28	1024	pos28/ffn_out-18.f32
l_out	18	28	1024	pos28/l_out-18.f32
attn_norm	19	28	1024	pos28/attn_norm-19.f32
attn_pregate	19	28	2048	pos28/attn_pregate-19.f32
attn_gated	19	28	2048	pos28/attn_gated-19.f32
attn_output	19	28	1024	pos28/attn_output-19.f32
attn_residual	19	28	1024	pos28/attn_residual-19.f32
attn_post_norm	19	28	1024	pos28/attn_post_norm-19.f32
ffn_out	19	28	1024	pos28/ffn_out-19.f32
l_out	19	28	1024	pos28/l_out-19.f32
attn_norm	20	28	1024	pos28/attn_norm-20.f32
conv_output_silu	20	28	6144	pos28/conv_output_silu-20.f32
q_conv_predelta	20	28	2048	pos28/q_conv_predelta-20.f32
k_conv_predelta	20	28	2048	pos28/k_conv_predelta-20.f32
v_conv_predelta	20	28	2048	pos28/v_conv_predelta-20.f32
a_softplus	20	28	16	pos28/a_softplus-20.f32
gate	20	28	16	pos28/gate-20.f32
beta_sigmoid	20	28	16	pos28/beta_sigmoid-20.f32
z	20	28	2048	pos28/z-20.f32
state_predelta	20	28	262144	pos28/state_predelta-20.f32
attn_output	20	28	2048	pos28/attn_output-20.f32
new_state	20	28	262144	pos28/new_state-20.f32
final_output	20	28	2048	pos28/final_output-20.f32
linear_attn_out	20	28	1024	pos28/linear_attn_out-20.f32
attn_residual	20	28	1024	pos28/attn_residual-20.f32
attn_post_norm	20	28	1024	pos28/attn_post_norm-20.f32
ffn_out	20	28	1024	pos28/ffn_out-20.f32
l_out	20	28	1024	pos28/l_out-20.f32
attn_norm	21	28	1024	pos28/attn_norm-21.f32
conv_output_silu	21	28	6144	pos28/conv_output_silu-21.f32
q_conv_predelta	21	28	2048	pos28/q_conv_predelta-21.f32
k_conv_predelta	21	28	2048	pos28/k_conv_predelta-21.f32
v_conv_predelta	21	28	2048	pos28/v_conv_predelta-21.f32
a_softplus	21	28	16	pos28/a_softplus-21.f32
gate	21	28	16	pos28/gate-21.f32
beta_sigmoid	21	28	16	pos28/beta_sigmoid-21.f32
z	21	28	2048	pos28/z-21.f32
state_predelta	21	28	262144	pos28/state_predelta-21.f32
attn_output	21	28	2048	pos28/attn_output-21.f32
new_state	21	28	262144	pos28/new_state-21.f32
final_output	21	28	2048	pos28/final_output-21.f32
linear_attn_out	21	28	1024	pos28/linear_attn_out-21.f32
attn_residual	21	28	1024	pos28/attn_residual-21.f32
attn_post_norm	21	28	1024	pos28/attn_post_norm-21.f32
ffn_out	21	28	1024	pos28/ffn_out-21.f32
l_out	21	28	1024	pos28/l_out-21.f32
attn_norm	22	28	1024	pos28/attn_norm-22.f32
conv_output_silu	22	28	6144	pos28/conv_output_silu-22.f32
q_conv_predelta	22	28	2048	pos28/q_conv_predelta-22.f32
k_conv_predelta	22	28	2048	pos28/k_conv_predelta-22.f32
v_conv_predelta	22	28	2048	pos28/v_conv_predelta-22.f32
a_softplus	22	28	16	pos28/a_softplus-22.f32
gate	22	28	16	pos28/gate-22.f32
beta_sigmoid	22	28	16	pos28/beta_sigmoid-22.f32
z	22	28	2048	pos28/z-22.f32
state_predelta	22	28	262144	pos28/state_predelta-22.f32
attn_output	22	28	2048	pos28/attn_output-22.f32
new_state	22	28	262144	pos28/new_state-22.f32
final_output	22	28	2048	pos28/final_output-22.f32
linear_attn_out	22	28	1024	pos28/linear_attn_out-22.f32
attn_residual	22	28	1024	pos28/attn_residual-22.f32
attn_post_norm	22	28	1024	pos28/attn_post_norm-22.f32
ffn_out	22	28	1024	pos28/ffn_out-22.f32
l_out	22	28	1024	pos28/l_out-22.f32
attn_norm	23	28	1024	pos28/attn_norm-23.f32
attn_pregate	23	28	2048	pos28/attn_pregate-23.f32
attn_gated	23	28	2048	pos28/attn_gated-23.f32
attn_output	23	28	1024	pos28/attn_output-23.f32
attn_residual	23	28	1024	pos28/attn_residual-23.f32
attn_post_norm	23	28	1024	pos28/attn_post_norm-23.f32
ffn_out	23	28	1024	pos28/ffn_out-23.f32
l_out	23	28	1024	pos28/l_out-23.f32
result_norm	-1	28	1024	pos28/result_norm.f32
result_output	-1	28	248320	pos28/result_output.f32
